id,job_title,skills
1008,Project Engineer,"['hydraulic', 'electrical', 'automation', 'instrument mechanical', 'autocad', 'bahasa']"
1010,"Area Coordinator (Balikpapan, Medan, Pekanbaru, Palembang, Makassar, dan Denpasar)","['plan', 'manage', 'operations', 'targets', 'parameters', 'coordinate', 'supervise', 'plan develop', 'employee performance', 'business reports', 'communicate', 'business plan', 'operation manager', 'adapt']"
1011,Legal Supervisor,"['legal knowledge', 'international trade', 'contract review', 'contract management', 'management process', 'internal affair', 'english', 'managed', 'consultation', 'manage', 'license', 'track']"
1012,CONTACT CENTER ANALYST,"['call center', 'inquiry', 'script', 'survey']"
1013,Mobile Application Developer,"['develop application', 'application software', 'dart', 'informatics', 'electrical', 'electronics', 'javascript', 'analytical', 'communication skill']"
1016,Area Sales Supervisor,"['strategy execution', 'business development', 'revenue growth', 'sales', 'communication skill', 'leadership', 'negotiation', 'management', 'brand', 'manage', 'sales performance', 'boost', 'operational', 'new business', 'manage relationship', 'enhance performance', 'business plan']"
1017,Project Manager,"['interior design', 'engineering civil', 'creative', 'multimedia', 'architecture interior', 'management communication', 'manager', 'social']"
1020,HR/GA Supervisor (Japanese Speaker N2),"['industrial relation', 'psychology', 'japanese', 'english', 'descriptions legal', 'mutation', 'monitoring employee', 'matters subjected']"
1021,IT Systems Development,"['software development', 'web application', 'information technology', 'computer science', 'net framework', 'web framework', 'user interface', 'user interface design', 'interface design', 'time management', 'global system', 'system general', 'program design', 'design coding', 'data testing', 'debugging', 'data management', 'management', 'android', 'sql server', 'mysql', 'communication skills']"
1023,Civil Supervisor,"['supervising', 'coordinating', 'construction', 'construction site', 'budget', 'safe', 'autocad', 'bahasa', 'engineering civil']"
1024,Category Manager for OTC & Wellness,"['product line', 'strategic planning', 'market research', 'competitive analysis', 'sale operation', 'product management', 'managing', 'life cycle', 'sales', 'manage', 'plan', 'coordinate', 'brand', 'leadership', 'english', 'refined', 'communication', 'negotiation']"
1025,Communication Officer (interviewed would be fully conducted in English),"['microsoft office', 'microsoft team', 'planning', 'sourcing', 'drawing', 'drawings', 'communication skills', 'english', 'skills microsoft', 'flow process']"
1028,Solutions Architect - Developer Specialist,"['web service', 'solution architecture', 'application architecture', 'go to market strategy', 'business development', 'application development', 'continuous integration', 'user feedback', 'product management', 'software development', 'customer engagement', 'write communication', 'computer science', 'system software', 'software engineering', 'back end', 'objective c', 'mqtt', 'scalable', 'event driven', 'driven cloud', 'cloud applications', 'applications reporting', 'infrastructure', 'microservices', 'integration', 'containerization', 'serverless', 'best practices', 'design build', 'dive deep', 'product teams', 'developer community', 'development tools', 'customers engaging', 'software engineers', 'architecture design', 'devops', 'automation', 'adoption', 'public speaking', 'writing', 'developers software', 'software enterprise', 'developer communities', 'perspective', 'library', 'blog', 'tutorials', 'disability', 'analytical', 'professional', 'communicate', 'web system', 'web development', 'system data', 'linux', 'android', 'scripting languages', 'javascript', 'python', 'ruby', 'languages java', 'c', 'xamarin', 'java', 'enterprise application']"
1033,Robotic Process Automation (RPA) - Jakarta,"['business requirement', 'conceptual architecture', 'solution design', 'quality control', 'change management', 'computer science', 'computer engineering', 'automation anywhere', 'application development', 'application testing', 'write communication', 'communication planning', 'project management', 'analytical skill', 'innovation', 'presenting', 'process automation', 'automation', 'projects plan', 'design', 'design build', 'operational', 'troubleshooting', 'cross functional', 'integrate', 'prism', 'uipath', 'complex code', 'development application', 'automation software', 'programming', 'english', 'bahasa', 'professional', 'planning', 'communicating']"
1034,Group Tax Coordinator,"['accounting system', 'collaborate', 'reconciliation', 'preparing tax', 'audit', 'accounting']"
1036,Part Time Religion Teacher,"['information and communication technology', 'disciplinary procedure', 'statement preparing', 'development new', 'development researching', 'writing', 'materials selecting', 'managing', 'professional development', 'professional portfolio', 'english', 'teaching']"
1037,Service & Maintenance Sales Staff (batch 2),"['value add service', 'material handling', 'sales', 'manager', 'hoist', 'follow ups', 'machinery', 'compressor', 'press machine', 'negotiation', 'presentation', 'creatively', 'english', 'writing']"
1038,Staf Administrasi,"['microsoft office', 'bahasa', 'english', 'communication', 'finance']"
1039,B2B Commercial Manager (Havaianas),"['self starter', 'new business development', 'business development', 'market development', 'target market', 'market share', 'demand plan', 'cash flow', 'customer service', 'learn development', 'microsoft office', 'asp', 'brand', 'consignment', 'scale', 'sales', 'targets', 'collaboration', 'management', 'plans market', 'consultation', 'plan', 'corrective actions', 'relay', 'markdowns', 'manage retail', 'supply planning', 'supervising', 'managing', 'tracking', 'audit', 'collection', 'business network', 'track', 'accounts', 'finalize', 'survey', 'manage', 'coordinates', 'finance', 'merchandising', 'plans', 'communicate', 'bahasa']"
1041,Marketing Strategist Solo,"['social medium', 'press release', 'marketing strategi', 'media social', 'branding', 'promo', 'strategi marketing', 'sales', 'manager sales', 'vm', 'bahasa']"
1043,Management Trainee,"['cash flow', 'management', 'target oriented', 'acting', 'survey', 'accounting', 'sales']"
1044,Key Account Manager,"['market trend', 'achievement drive', 'business correspondence', 'time management', 'act', 'reach', 'mba', 'toefl', 'management', 'client managing', 'coordination', 'communication', 'manage client', 'long term', 'advise', 'managing', 'work smart', 'presentation', 'negotiation', 'prioritizing', 'analytical', 'problem solving', 'english', 'structured working']"
1048,IT Staff (IT),"['joint venture', 'proxy server', 'decision make', 'computer literacy', 'information technology', 'project management', 'project management process', 'management process', 'visual basic', 'crystal report', 'erp', 'reliable', 'dynamic positive', 'planning', 'software application', 'leadership team', 'leadership management', 'team management', 'communication', 'analytical', 'english', 'specific requirements', 'sql database', 'programming', 'security networking']"
1050,Sales Engineer / Admin Sales,"['sale administration', 'sales', 'quotation', 'communication']"
1053,Trainee Loss Adjuster - Mechanical,"['general insurance', 'mechanical', 'communication interpersonal', 'analytic', 'negotiation', 'english', 'surveys']"
1054,"Customer Solutions Consultant, Infrastructure Modernization, Google Cloud","['computer science', 'cloud computing', 'software define networking', 'network virtualization', 'load balance', 'virtual private network', 'private network', 'application development', 'e commerce', 'google cloud', 'google cloud platform', 'problem solve', 'enterprise architecture', 'cloud infrastructure', 'dns', 'experience', 'planning', 'infrastructure', 'technical', 'pre sales', 'sales engineer', 'linux', 'open application', 'docker', 'kubernetes', 'serverless', 'microservices', 'developing software', 'scalable', 'distributed systems', 'secure systems', 'java', 'python', 'chef', 'puppet', 'ansible', 'reliability', 'scalability', 'businesses educational', 'government', 'consultant', 'sales', 'creative cloud', 'edge technology', 'operate', 'adapt', 'innovative', 'manage', 'managing product', 'coordination', 'best practices']"
1059,Marketing Communication,"['social medium', 'marketing communication', 'self confident', 'sales', 'marketing plan', 'creative', 'sales manager', 'qualification skills', 'english', 'communication skill', 'nice', 'self motivated']"
1062,Head Pastry,"['time management', 'plan', 'supervise', 'operational', 'process', 'process manage', 'chef', 'execute', 'bread', 'hygiene', 'cleanliness', 'communication']"
1063,INSTRUMENT ENGINEER,"['control valve', 'mechanical', 'seal', 'instrument', 'electrical']"
1065,Accounting Finance Tax Supervisor,"['audit', 'controlling stock', 'finance', 'auditing']"
1066,Sales Executive,"['business to business', 'self motivation', 'marketing plan', 'business plans', 'executive', 'sales executive', 'plan', 'sales']"
1067,IT Manager (English Speaker - Gresik),"['computer science', 'information technology', 'computer network', 'digital transformation', 'cyber security', 'business continuity', 'coordinate system', 'english language', 'technical management', 'computer hardware', 'software system', 'network administration', 'scada', 'installation', 'english', 'bahasa', 'manager managers', 'system database', 'manage', 'sap systems', 'systems managed', 'accountable', 'manage managing', 'recruiting training', 'appraising', 'budget', 'network access', 'audit']"
1068,FRONTEND PROGRAMMER (Flutter),"['software engineering', 'computer science', 'mobile app', 'oop', 'api', 'html', 'css', 'write', 'testable', 'code build', 'scalable', 'reliable', 'android', 'debugging', 'developing web', 'mobile application', 'dart', 'firebase', 'management', 'rest api', 'json', 'git', 'javascript']"
1071,Portfolio Manager,"['real estate', 'marketing strategy', 'business case', 'portfolio management', 'property management', 'facility management', 'project management', 'financial management', 'performance report', 'data collection', 'document processing', 'management', 'transaction management', 'timeline', 'market price', 'negotiation', 'licenses', 'decision making', 'inquiries', 'procurement', 'validation', 'budget', 'forecast', 'tracking', 'maintenance data', 'handle data', 'data management', 'system implement', 'property real', 'brokerage', 'finance', 'banking', 'heading', 'english', 'presentation']"
1072,Regional Warehouse Manager - Fresh (Surabaya) - Tech Start Up,"['e commerce', 'supply chain', 'business process', 'process analysis', 'performance report', 'analytical skill', 'problem solve', 'detail orient', 'warehouse manager', 'track', 'operations', 'logistics', 'warehousing', 'storage', 'operational', 'long term', 'plans', 'management', 'dashboards', 'developed communication', 'stationed based', 'work environment', 'brand']"
1073,Senior Electronic Engineer,"['research design', 'tcp ip', 'network hardware', 'spectrum analyzer', 'simulation software', 'electronic engineering', 'leadership', 'management', 'analytical', 'electronics system', 'networking computer', 'operate', 'oscilloscope', 'design circuit', 'c', 'python', 'arduino', 'embedded', 'solving problem', 'communication skills', 'writing', 'electrical']"
1074,Java Developer,"['user interface', 'user interface design', 'interface design', 'oop', 'api', 'java applications', 'user requirements', 'application design', 'application design application', 'testing software', 'debugging', 'java', 'hibernate', 'scala', 'database structures', 'statistical analyses']"
1076,Marketing Strategist Pontianak,"['social medium', 'press release', 'marketing strategi', 'media social', 'branding', 'promo', 'strategi marketing', 'sales', 'manager sales', 'vm', 'bahasa']"
1077,Commis Cinnamon Restaurant,"['english language', 'task management', 'haccp', 'supervising', 'managed', 'supervise', 'life safety', 'audit', 'organize food', 'food', 'hygienic', 'operating procedures', 'closing', 'operation', 'communicating', 'chef de cuisine', 'reading', 'schedule', 'self motivator', 'safe', 'management', 'communication']"
1078,Frontend Developer,"['front end', 'vue js', 'server side', 'project management', 'html', 'css', 'api', 'aes', 'develop application', 'translate', 'wireframes', 'visual', 'optimize websites', 'javascript', 'rest api', 'encryption', 'rsa', 'scripting', 'adapt', 'analytical', 'collaboration', 'communication', 'development program']"
1079,Purchasing Manager (From FMCG/FOOD INDUSTRY),"['critical thinking', 'organizational skill', 'microsoft office', 'write communication', 'preventive action', 'manager', 'negotiation', 'planning', 'english', 'verbal communication', 'purchasing', 'purchase', 'import export', 'product food', 'beverage', 'monitor progress', 'schedule', 'food']"
1084,Fullstack Engineer,"['mobile app', 'computer science', 'object orient programming', 'programming concept', 'database system', 'web service', 'api', 'design build', 'services integrate', 'platform work', 'sales', 'scalable', 'write', 'maintainable code', 'software industry', 'data structures', 'algorithms', 'json', 'angular', 'react', 'restful apis', 'sql', 'communication skills', 'positive attitude']"
1085,Sales Manager,"['sales manager', 'merchandise', 'leadership', 'sales', 'review performance', 'branding']"
1086,Talent Acquisition and Employer Branding Specialist,"['talent sourcing', 'data center', 'talent acquisition', 'analytical skill', 'planned', 'onboarding', 'execute', 'employer branding', 'perform analysis', 'research', 'professional community', 'psychology', 'human resources', 'english', 'bahasa', 'massive', 'social', 'friendly', 'innovate', 'creatively']"
1088,IT Infrastructure & Security Manager,"['project management', 'internet security', 'network infrastructure', 'it asset management', 'asset management', 'feasibility study', 'project conversion', 'information science', 'network segmentation', 'self motivation', 'vlan', 'execute', 'long term', 'strategic plans', 'infrastructure', 'develop execute', 'plans', 'manage', 'security levels', 'operation', 'research', 'services protocols', 'support development', 'procurement', 'managing', 'enterprise storage', 'firewall', 'vm', 'tools e', 'communication leadership', 'teamwork']"
1090,ACCOUNTING & TAX OFFICER,"['erp', 'accounting', 'forecasting', 'credit note', 'bank', 'energetic', 'innovative']"
1094,Budget Control Staff,"['income statement', 'balance sheet', 'cash flow', 'business process', 'cost control', 'forecasting', 'budget', 'mill', 'budgeting', 'socialize', 'finance', 'accountancy', 'banking', 'operate', 'data processing', 'detailed orientation', 'targets', 'analytical']"
1100,Senior Tester,"['test strategy', 'test case', 'uft', 'developing test', 'test plans', 'cross functional', 'agile', 'debugging', 'coordinating', 'best practices', 'automated testing', 'testing tools', 'jmeter', 'automation', 'selenium', 'appium', 'java', 'c', 'agile development', 'scrum', 'testing products', 'writing', 'test scenario', 'working environment', 'english', 'certification programs']"
1101,Supervisor Sales Modern Trade (Semarang Branch),"['consumer promotion', 'sales', 'stocks', 'managing marketing', 'co operation', 'accounts', 'english', 'market business', 'target oriented', 'self motivated', 'adaptable']"
1102,Area Sales Manager Retail  (ID: 540674),"['goal set', 'regional sale', 'middle management', 'draw', 'sales manager', 'manager retail', 'sales performance', 'sales', 'managed teams', 'manage', 'collaboration', 'manager', 'consumer goods', 'pharmaceutical', 'develop market']"
1104,Sales Project Executive,"['sales', 'target oriented', 'management', 'collaboration', 'consultants', 'personal development', 'sales skill']"
1105,Sales Operations Support,"['analytical skill', 'problem solve', 'google doc', 'google slide', 'track', 'sales', 'workflow', 'management', 'business procedures', 'cross functional', 'outsourcing', 'logistic', 'multitask', 'communication', 'multitasking', 'spreadsheets']"
1106,Senior Technician,"['corrective maintenance', 'preventive maintenance', 'engineering electrical', 'electronic', 'plc', 'electrical', 'automation', 'non', 'root cause', 'cooperate', 'planning']"
1107,Legal Staff,"['interpersonal communication', 'negotiating', 'legal documents', 'analytical', 'conceptual', 'research', 'meet deadlines ability', 'public speaking']"
1109,Packaging Development and Quality Management Manager,"['quality control', 'audit management', 'project management', 'performance management', 'communication', 'new development', 'sales', 'control inventory', 'reduction', 'analytical']"
1110,Supply Chain Manager - Bekasi,"['supply chain', 'service level', 'french', 'manager', 'supply planning', 'purchasing', 'procurement', 'supply demand', 'planning', 'production managers', 'english', 'communication skill', 'leadership']"
1111,Maintenance Engineer Manager,"['mechanical engineering', 'heavy equipment', 'equipment maintenance', 'planning', 'scheduled', 'corrective actions', 'operations', 'supervising', 'stocks', 'engineering mechanical', 'mechatronic', 'manager', 'plc']"
1112,Finance Accounting Tax Manager,"['direct investment', 'cash flow', 'plans', 'finance', 'activities managing', 'related operations', 'supervise', 'planning', 'budget', 'activities reports', 'long term', 'supervising', 'financial plan', 'investments', 'tax manager']"
1113,PROCUREMENT MANAGER,"['write communication', 'managing', 'procurement', 'integration', 'bidding', 'phase', 'coordination', 'transformation', 'milestones', 'cooperation', 'scheduling', 'purchasing', 'logistic', 'license', 'export import', 'english', 'communication skills']"
1114,EXIM Manager (Export and Import),"['international law', 'microsoft office', 'exim', 'manager', 'eye', 'english', 'accountable']"
1118,Chef De Partie Bakery (Jakarta/Semarang/Bandung/Surabaya/Medan),"['service management', 'hotel management', 'time management', 'plan', 'bakery', 'supervise', 'operational', 'bread', 'process', 'process manage', 'chef', 'execute', 'hygiene', 'cleanliness', 'patisserie', 'culinary arts', 'beverage', 'hospitality', 'tourism', 'communication']"
1119,Accounting,"['petty cash', 'bank reconciliation', 'cost accounting', 'accounting', 'bank', 'journal', 'accruals', 'prepayment', 'finance', 'accountancy', 'banking', 'non', 'analytical']"
1120,Reporting and Performance Analytic Staff,"['computer science', 'information management', 'microsoft office', 'graphic design', 'design tool', 'analytical skill', 'intellectual curiosity', 'ad hoc', 'statistical', 'data sources', 'secondary sources', 'databases systems', 'data sets', 'performance indicators', 'economics', 'statistics', 'data analysis', 'writing', 'databases sql', 'mysql', 'dashboard', 'copywriter', 'cosmetic', 'canva', 'disseminate']"
1123,English Telemarketing,"['scripts', 'scripted', 'sales', 'customer information', 'communication', 'presentation']"
1124,IT Product Supervisor,"['business requirement', 'production system', 'customer experience', 'design and technology', 'translate', 'operation', 'managing']"
1125,Sales & Service Officer (Payakumbuh),"['sale process', 'sso', 'sales', 'bank', 'service excellent']"
1126,Heavy Lift Specialist,"['plan', 'construction', 'oil gas', 'petrochemical', 'refinery', 'communicate']"
1127,Marketing Division Staff,"['customer service', 'key functions', 'survey', 'management', 'license']"
1128,Assistant Manager - Agency Sales Performance,"['manage', 'dashboard', 'sales', 'social', 'maternity', 'disability']"
1130,Key Account Executive (Health Care / Dental),"['relationship management', 'team management', 'problem solve', 'crm', 'sales executive', 'sales', 'objectives manages', 'brand', 'manage', 'coordinates', 'communications', 'executes', 'market plans', 'sales plans', 'new product', 'customer acquisition', 'inside sales', 'collaborating', 'ethics compliance', 'leadership']"
1132,Fleet Account Executive,"['bank', 'survey', 'marketing development', 'management', 'bucket', 'risk credit', 'finance', 'leadership']"
1133,Area Logistic Manager (Sumatera Area),"['system requirement', 'warehousing', 'standard procedures', 'logistics', 'logistic', 'wms']"
1135,Senior Front End Developer,"['web application', 'front end', 'version control', 'javascript library', 'spring boot', 'angular', 'web technologies', 'typescript', 'managing', 'code base', 'source', 'git', 'bootstrap', 'json', 'design patterns', 'java']"
1140,Ancillary & Medical Affairs Division Head (All Around Indonesia),"['service strategy', 'business planning', 'decision make', 'leadership', 'allied health', 'business plans', 'budget', 'targets', 'accountable', 'medical services', 'subject matter', 'hospital management', 'medical service', 'licensed', 'field customer', 'professional']"
1142,Marketing / Sales,"['business partner', 'marketing strategy', 'marketing analysis', 'coordination', 'sales', 'government', 'effective marketing', 'manage relationship', 'marketing manager', 'lighting industry', 'marketing development', 'strategy marketing', 'communication', 'presentation', 'manage marketing', 'agile']"
1145,"People Team, Recruiter","['talent management', 'talent acquisition', 'english language', 'creative', 'planning', 'coordinate', 'employer branding', 'ad hoc', 'cross functional teams', 'prioritize', 'communication', 'bahasa']"
1149,Staff Business Analyst,"['commercial operation', 'operation marketing', 'management', 'analytical']"
1150,Sales Field,"['brand awareness', 'market research', 'operational reporting', 'business process', 'non', 'sales', 'scheme', 'streamlining', 'operation']"
1151,Quality Control Manager,"['quality control', 'metal fabrication', 'define measure analyze improve and control', 'manufacturing process', 'mechanical inspection', 'manufacture engineering', 'production support', 'hydrostatic testing', 'self starter', 'verbal communication skill', 'pressure vessel', 'carbon steel', 'manager', 'workmanship', 'review designs', 'blueprint', 'metal fabricated', 'mechanical', 'fabrication', 'engineering manufacturing', 'welding', 'supervise', 'weld', 'welded', 'traceability', 'visual', 'acceptance', 'acceptance test', 'drawings', 'floor', 'manage inventory', 'receiving shipping', 'safe', 'fabricated', 'corrective action', 'manage', 'final assembly', 'quality systems', 'audits', 'read', 'blueprints', 'weld symbols', 'instruments', 'calipers', 'micrometers', 'reinforcement', 'schedule', 'eye', 'managers', 'joint design']"
1152,FINANCE ACCOUNTING DEPT. HEAD,"['account payable', 'fund accounting', 'financial statement', 'problem solve', 'decision make', 'stress management', 'time management', 'finance', 'accounting', 'audit', 'computerized accounting', 'accounts receivables', 'leadership', 'team building', 'developed accounting', 'skills analytical', 'spreadsheet', 'word processing']"
1156,MANDARIN TRANSLATOR（中文翻译）,"['microsoft word', 'microsoft excel', 'social medium', 'translator', 'microsoft power', 'bahasa', 'autocad', 'edit editing', 'coreldraw', 'purchasing', 'compatible', 'sales']"
1157,Reservoir Engineer,"['reservoir engineering', 'well testing', 'collecting', 'operations', 'wellbore', 'drill wells', 'forecasts', 'simulation', 'data acquisition', 'management', 'surveys', 'logging']"
1158,Sales Head Automotive Roda 2,"['customer service', 'marketing', 'marketing manager', 'strategi marketing', 'sales', 'leadership', 'skill communication', 'achievement orientation']"
1161,Human Capital Generalist,"['talent acquisition', 'human resource policy', 'human resource', 'electronic', 'communication']"
1162,Quality Assurance,"['test case', 'quality assurance', 'informatic engineering', 'software development', 'business process', 'track', 'accounting']"
1164,Full Stack Developer,"['unit testing', 'application development', 'computer science', 'information technology', 'html', 'quality software', 'software code', 'developers application', 'manage activities', 'planned', 'php', 'javascript', 'laravel', 'react']"
1165,CREATIVE DIGITAL DEPARTMENT HEAD,"['social medium', 'public relation', 'marketing management', 'digital marketing', 'adobe photoshop', 'microsoft office', 'communication', 'creative', 'multimedia', 'advertising', 'copywriting', 'operate', 'design microsoft', 'leadership', 'teamwork']"
1170,Presales Elektronika (CDCE),"['request for proposal', 'value engineering', 'sound system', 'access control', 'cctv', 'presales', 'estimator', 'fire alarm', 'cost analysis', 'autocad', 'sketchup']"
1171,Admin Officer,"['customer service', 'learning experience', 'banks', 'student outcomes', 'inquiries', 'telecommunication', 'administrative support', 'manager', 'manage', 'communication written']"
1174,Account Excecutive - Agen Sales Medan,"['consultative selling', 'customer service', 'market research', 'time management', 'business administration', 'sales', 'manage relationships', 'professional', 'negotiating', 'google apps', 'communication', 'presentation']"
1176,Marketing Admin Assistant,"['basic writing', 'language', 'language english', 'reporting daily', 'sales']"
1177,Sales Executive,"['non', 'sales it', 'managing', 'customer requirements', 'sales', 'plan']"
1180,Marketing and Sales Executive,"['loyalty program', 'project management', 'planning executing', 'sales', 'executing', 'managing marketing', 'managing', 'collaborating', 'graphic', 'graphic designer', 'marketing collateral', 'creative', 'hosting', 'plan sales', 'english', 'eye', 'sustainable']"
1182,Junior Tax,"['analytical skill', 'accounting system', 'accounting', 'consulting', 'reconciliation', 'calculation', 'collaboration', 'tax', 'audit']"
1185,Area Sales & Promotion Manager - Sumbagut & Aceh (FMCG),"['marketing intelligence', 'direct selling', 'sale promotion', 'survey', 'manager', 'sales', 'keras']"
1187,Supervisor Housekeeping / Cleaning Service,"['building management', 'management', 'bahasa', 'leadership', 'multitasking']"
1190,Marketing Officer,"['credit analysis', 'telemarketing', 'survey', 'sales']"
1191,Data Analyst / Supply Chain Spv Manager,"['supply chain', 'supply chain management', 'production planning', 'restaurant management', 'statistics mathematics', 'logistics', 'analytical', 'forecasting', 'stocks', 'food', 'beverage', 'sales', 'finance']"
1193,"Teknisi Workshop (Electrical, Mechanical, Utility, Workshop)","['plasma', 'mechanical', 'electrical', 'rolling']"
1194,Purchasing Import & Logistic Supervisor,"['purchasing process', 'electronic engineering', 'industrial engineering', 'warehouse management', 'material management', 'management', 'procurement', 'bid', 'coordinate', 'bids', 'manage performances', 'long term', 'suppliers evaluate', 'purchasing', 'forecasting demand', 'storage', 'accountable manage', 'manage inventory', 'plan', 'source', 'manage', 'engineering electrical', 'mechanical', 'transportation', 'transportation engineering', 'mechatronic', 'export import', 'positive', 'communication', 'english']"
1196,HR Manager (Factory Multinational),"['job evaluation', 'recruitment training', 'grading', 'leveling', 'supervise', 'negotiating', 'governments', 'license', 'reservations', 'management requirements', 'management', 'psychology', 'english']"
1198,Marketing Staff (Karawang Area),"['supply chain', 'spatial analysis', 'crisis communication', 'automotive manufacturing', 'communication', 'manage supply', 'purchasing', 'logistics', 'communicate', 'manage crisis', 'manage marketing', 'japanese', 'english', 'communication skill']"
1199,DEPUTY SITE HSE MANAGER,"['environment management', 'management system', 'incident command system', 'microsoft office', 'system monitor', 'system procedure', 'technical support', 'nebosh', 'professionalism', 'skills qualification', 'professional', 'safety management', 'oil gas', 'operations', 'manager', 'standard international', 'investigation', 'tap', 'auditing', 'management', 'integrated management', 'plans', 'audit', 'plan', 'dissemination', 'statistics', 'legislation', 'construction', 'commissioning', 'supervision']"
1200,ACCOUNT EXECUTIVE,"['mari', 'sales', 'keras', 'probation', 'professional']"
1201,Digital Marketing Senior Manager,"['e commerce', 'shopper marketing', 'content development', 'content strategy', 'web analytic', 'marketing strategy', 'online marketing', 'collaborative', 'innovative', 'manage', 'customer acquisition', 'research market', 'data manage', 'management', 'analytics', 'managing', 'scale', 'leadership', 'coordination', 'english']"
1202,Outsource Controller Staff,"['pest control', 'outsourcing', 'landscape', 'management building']"
1204,Marketing Coordinator,"['brand awareness', 'marketing material', 'marketing effectiveness', 'strategic planning', 'marketing strategy', 'strategic marketing', 'customer retention', 'marketing management', 'write english', 'performance report', 'crm', 'english', 'franchise', 'marketing plans', 'national marketing', 'tools programs', 'plans', 'sales', 'integrated', 'manage', 'communication collaboration', 'continuous improvement', 'creative', 'brand', 'align strategic', 'plan', 'long term', 'sustainable', 'leadership', 'communication', 'innovation', 'bahasa', 'planning', 'forecasting', 'analytic skills', 'finance', 'budget']"
1205,Quality Engineer,"['quality management', 'quality management system', 'management system', 'quality control', 'api', 'audit', 'corrective action', 'manufacturing management', 'quality system', 'plant system', 'logistics', 'communications']"
1206,Actuary Senior Officer,"['insurance product', 'statistical', 'data', 'calculating', 'analysis data', 'calculation']"
1210,Professional Medical Representative (beberapa kota),"['sales', 'branded', 'neurology', 'medical representative', 'key opinion leader']"
1211,HSE Officer (Chief / Asisstant Manager),"['english language', 'reading', 'writing', 'plan', 'drill', 'patrol', 'fire protection', 'instruments']"
1212,Manager Area Jawa Timur & Bali,"['problem solve', 'mobile phone', 'communication', 'friendly', 'manage', 'targets', 'sales']"
1213,Staff Admin Sales,"['supply chain', 'vendor manage inventory', 'communication strategy', 'international business', 'marketing strategy', 'international trade', 'detail orient', 'scm', 'coordinated', 'coordinate', 'sales', 'demand planning', 'claim', 'credit note', 'execute', 'marketing international', 'finance', 'developed communicational', 'budget', 'management', 'comprehend', 'exim', 'english', 'nice']"
1214,Talent Partner,"['microsoft office', 'computer system', 'support staff', 'masterpiece', 'strata', 'english', 'self motivated', 'persistent', 'certification programs']"
1215,Sales,"['sales', 'teamwork', 'keras', 'c']"
1216,Guest Activities Supervisor,"['active listening', 'problem solve', 'customer service', 'emergency procedure', 'hospitality', 'communication skills', 'communication', 'multitasking', 'professional', 'brand', 'operations', 'guest concerns', 'communicate', 'scheduling']"
1218,Sales & Marketing Manager,"['data collection', 'market share', 'influence skill', 'sales', 'health industry', 'logistic', 'sales plan', 'communicate', 'benchmark', 'market data', 'depth market', 'trends market', 'translated', 'managing sales', 'presentation', 'bahasa', 'english']"
1219,HR Manager (Factory Multinational),"['job evaluation', 'recruitment training', 'grading', 'leveling', 'supervise', 'negotiating', 'governments', 'license', 'reservations', 'management requirements', 'management', 'psychology', 'english']"
1220,STAFF IT,"['php', 'mysql', 'swift', 'laravel', 'dot', 'web developer', 'entry data']"
1221,Training Manager,"['marketing material', 'progress report', 'lesson planning', 'management', 'research', 'administer tests', 'best practices', 'internal marketing', 'training programs', 'templates', 'teaching', 'customer serviceability', 'communicate', 'plans', 'manage', 'english', 'writing']"
1222,IT - Quality Assurance (HO),"['test case', 'manual testing', 'api', 'verbal communications', 'automated testing', 'english', 'bahasa']"
1223,Junior Engineer (Service Desk),"['otrs', 'windows server', 'mysql', 'product managed', 'managed engine']"
1226,Performance Analyst - Palembang,"['business study', 'power bi', 'management', 'data mining', 'leadership', 'analytical']"
1228,Internship Program: Partnership Intern,"['time management', 'problem solve', 'consultant', 'consolidate', 'daily reports', 'memos', 'compile', 'finance', 'accounting', 'agile', 'processing data']"
1229,Executive Secretary,"['electronics', 'english', 'management', 'booking', 'claim', 'file', 'system print', 'finance', 'legal documents', 'operating']"
1231,FinOps Assistant Accountant,"['professional service', 'fix asset', 'balance sheet', 'general ledger', 'verbal communication skill', 'consultancies', 'operated', 'project solutions', 'innovative', 'forging', 'operations', 'accountant', 'consulting', 'business financial', 'month end', 'prepayment', 'accruals', 'reconciliation', 'audit', 'accounting', 'resourceful', 'finance', 'english']"
1234,Accounting Supervisor,"['fix asset', 'financial statement', 'business administration', 'supervising', 'journal', 'accounting', 'working paper', 'finance', 'accounting standard', 'manage', 'depreciation', 'transaction', 'financial transaction', 'english', 'accounting principles', 'accounting certification', 'java']"
1235,Video editor,"['digital marketing', 'video design', 'video editor', 'visual', 'multimedia', 'photography', 'tiktok']"
1236,Partnership Manager,"['chemical engineering', 'industrial engineering', 'write communication', 'reach', 'petrochemical', 'track', 'sales', 'telemarketing', 'targeted', 'build relationships', 'negotiation', 'analytical', 'english', 'planning', 'merchandising', 'marketing manager', 'brainstorm', 'promotions sales', 'supplier relationships', 'reinforce']"
1237,Junior Accounting Staff,"['account payable', 'financial datum', 'receivable', 'month end', 'coordinate', 'accounting manager', 'non', 'extended hours']"
1240,Area Manager Kepulauan Riau,"['process improvement', 'product engineering', 'logistics', 'delivery services', 'operations', 'massive', 'operational', 'algorithm', 'tracking', 'data driven', 'operate', 'improving processes', 'best practice', 'execute', 'scale', 'analytical', 'manage operations', 'finalized', 'operating procedures', 'product process', 'logistic', 'communication']"
