id,job_title,skills
1571,"Boiler Operator (Power Plant) Certified Pesawat Uap 1/2 class, SIO/IATKI first","['water conservation', 'environmental control', 'production process', 'java', 'public transportation', 'textile', 'friendly', 'sustainable', 'safe', 'sustainability', 'investing', 'investment', 'social', 'welding', 'track', 'training program', 'boiler', 'operator', 'mechanical', 'government', 'parameter']"
1572,Regional Cluster Support - Surabaya,"['business study', 'power bi', 'management', 'data mining', 'leadership', 'analytical']"
1575,Mechanical Engineer - Construction (A-73454),"['construction management', 'mechanical system', 'mechanical engineering', 'business english', 'japanese', 'construction', 'mechanical engineer', 'supervision', 'presentation', 'supervise', 'hvac system', 'communication', 'data center', 'english']"
1577,Backend Engineer,"['cloud infrastructure', 'load testing', 'back end', 'computer science', 'object orient programming', 'web service', 'gcp', 'backend', 'r', 'new product', 'product functionality', 'scalable', 'open source', 'integrate', 'machine learning', 'integrate learning', 'real time', 'microservices', 'event driven', 'architecture job', 'sales', 'maintainable', 'agile', 'benchmarking', 'm', 'data structures', 'algorithms', 'innovative', 'troubleshooting', 'programming language', 'python', 'c', 'oauth', 'linux', 'based systems', 'cloud systems', 'infrastructure services', 'communication', 'positive']"
1578,"Area Sales Manager (Java, Sumatera, Sulawesi) - FMCG Company","['personal care', 'home care', 'market share', 'sales manager', 'sales', 'managing', 'plan', 'budget', 'brand', 'english', 'bahasa', 'communications']"
1580,Operations Analyst,"['team process', 'business process', 'computer science', 'cloud technology', 'verbal communication skill', 'analytical thinking', 'problem solve', 'reach', 'operations', 'support activities', 'collaborate', 'plan test', 'compile', 'improve performance', 'management', 'workflow', 'automated', 'automate']"
1581,Area Marketing Coordinator - Medan,"['marketing communication', 'visual merchandising', 'managing', 'plan', 'planning', 'branding']"
1585,APOTEKER,"['audit internal', 'dip', 'oss', 'keras']"
1589,ERP Functional Consultant,"['business requirement', 'system design', 'business process', 'project implementation', 'data migration', 'design specification', 'change request', 'datum cleansing', 'computer science', 'information system', 'sap business one', 'team orient', 'analytical skill', 'erp', 'systems processes', 'translate', 'designated processes', 'implementation project', 'project solution', 'blueprint', 'execute', 'best practices', 'customer requirements', 'management', 'advises', 'assist users', 'transactional data', 'data set', 'finance', 'software product', 'acumatica', 'motivated team', 'leadership', 'english', 'bahasa', 'software products']"
1591,ELECTRIC ENGINEERING STAFF,"['electrical engineering', 'english', 'communication skill', 'radio communication', 'electrical installations electrical', 'panels', 'electrical', 'read', 'communication']"
1593,.Net Developer,"['software documentation', 'feasibility study', 'computer science', 'information technology', 'collaboration tool', 'azure devops', 'customer relationship management', 'relationship management', 'crm', 'asp', 'coordinating', 'design system', 'reviewing code', 'acting', 'subject matter', 'engineering computer', 'telecommunication', 'management', 'net core', 'programming', 'agile development', 'scrum', 'jira', 'sql', 'security management', 'session', 'best practices', 'git']"
1594,Legal Specialist,"['master of law', 'act', 'planned', 'draft', 'arbitration', 'communications skills', 'english', 'license']"
1598,HC Staff,"['petty cash', 'computer literacy', 'event planning', 'goal orient', 'supervision', 'operational', 'budget', 'finance', 'operational report', 'recruitment process', 'sourcing', 'onboarding', 'management', 'psychology', 'sap system', 'communication']"
1600,Accounting Finance Officer,"['japanese', 'consultant', 'accounting', 'finance', 'accounting tax', 'english', 'writing', 'reading', 'communication', 'calculation', 'prepare documents']"
1601,HR Executive - Marketing Skills Development,"['capability development', 'talent acquisition', 'talent management', 'leadership development', 'industrial relation', 'organizational effectiveness', 'case', 'non management', 'level management', 'java', 'executing', 'operational', 'agenda', 'marketing field', 'professional', 'accountable', 'regional manager', 'planning', 'onboarding', 'development program', 'manager', 'managers', 'transaction processes', 'data quality', 'plan', 'leadership', 'sales', 'execute', 'data analysis', 'teamwork', 'communication', 'english', 'innovation', 'sustainable', 'collaborating']"
1602,Admin Mall - Palembang Icon,"['clerical work', 'cost reduction', 'problem solve', 'office management', 'presentations', 'high level', 'scheduling', 'coordinating', 'budgeting', 'spreadsheet', 'tracking', 'managers', 'management', 'workflow', 'coordination', 'schedules', 'coordinate', 'compile', 'audit report', 'logbook', 'teamwork']"
1603,Sales Manager-Forklift PT Universal Traktor Indonesia,"['shipyard', 'sales', 'bahasa', 'presentation']"
1604,React Frontend Engineer,"['software development', 'technical documentation', 'computer science', 'web page', 'semantic html', 'react native', 'css', 'writing', 'scalable', 'testable', 'translating', 'user requirements', 'high performance', 'cross functional teams', 'monitoring systems', 'systems performance', 'write', 'manage technical', 'graphql', 'parses', 'javascript', 'english', 'agile development', 'agile']"
1605,Quality Assurance Junior Specialist,"['quality management', 'catia', 'electrical industrial', 'mechanical', 'mechatronic', 'autocad', 'mechanical drawing']"
1606,Insurance Consultant (SUMATERA),"['financial planning', 'financial institution', 'financial solution', 'investment', 'sales', 'bank', 'communication skill']"
1607,Logistic Staff MEDAN,"['supply chain', 'supply chain management', 'warehouse management', 'inventory management', 'logistic', 'management warehouse', 'hokkien']"
1609,VR/ AR Developer,"['computer science', 'information technology', 'unreal engine', 'problem solve', 'critical thinking', 'oop', 'c', 'communication', 'integrate']"
1613,Production Manager,"['production management', 'risk management', 'time management', 'decision make', 'production planning', 'production schedule', 'material flow', 'progress report', 'microsoft office', 'technical support', 'complaint investigation', 'engineering industrial', 'production manager', 'leadership', 'english written', 'supervise', 'directing controlling', 'coordinating', 'operational', 'schedules', 'tracking', 'planning', 'forecasts', 'skill', 'administration skills', 'integration', 'positive', 'purchase', 'coordinate', 'corrective action']"
1614,CUSTOMER SERVICE & PRICING.,"['english', 'communication', 'negotiation', 'sales', 'negotiate', 'inquiries']"
1615,Junior Accountant,"['financial statement', 'operating cost', 'business structure', 'tax return', 'accounting system', 'internal control', 'control system', 'cash flow', 'financial risk', 'accounting', 'management', 'governing', 'investigations', 'audits', 'advises', 'purchase', 'sale', 'financing', 'plans', 'operations', 'prepares tax', 'appraise', 'investment']"
1616,IOS Developer,"['computer science', 'software development', 'ios development', 'objective c', 'cocoa touch', 'performance tuning', 'back end', 'landscape architecture', 'unit testing', 'ios developer', 'swift', 'threading', 'libraries', 'git', 'mobile development', 'agile development', 'cross functional teams', 'test code', 'usability']"
1617,Head Chef,"['management planning', 'management function', 'planning', 'actuating']"
1618,Civil Design Engineer,"['civil engineering', 'shop draw', 'civil design', 'consulting', 'power plant', 'design engineer', 'teamwork', 'communication skill', 'english', 'international code standard', 'certificate', 'file', 'construction', 'drawing', 'calculation', 'structure hydraulics', 'schedule']"
1619,Sales Engineer,"['sale order', 'brand', 'machinery', 'market line', 'communication', 'pump', 'agile', 'sales']"
1620,ELECTRICAL TECHNICIAN (IOT INDUSTRY),"['control panel', 'electronic engineering', 'microsoft office', 'ats', 'power supply', 'engineering electrical', 'mechatronic', 'bahasa', 'electrical engineer', 'java']"
1622,Head Of Marketing Oma Elly,"['marketing strategy', 'social medium', 'market research', 'plan', 'execute', 'brand', 'manage', 'marketing plan', 'sales', 'refine', 'interrogating', 'new business', 'omni']"
1628,Assistant Production Manager,"['quality control', 'analytical thinking', 'operation manager', 'adaptability', 'production quality', 'administration record', 'procurement', 'production manager', 'leadership', 'communication', 'self motivated', 'vaccinated', 'english', 'bahasa']"
1631,Accounting Staff,"['balance sheet', 'accounting system', 'management reports', 'journal', 'accruing', 'numbers', 'accounting', 'finance', 'management', 'operate', 'integrated', 'communication', 'teamwork']"
1632,SAP FICO Functional Consultant,"['computer science', 'information technology', 'sap hana', 'accounting', 'english']"
1634,Digital Marketing,"['adobe photoshop', 'adobe illustrator', 'adobe after effect', 'visual']"
1635,Sales Planning & Expansion Manager,"['sale operation', 'commercial banking', 'trade finance', 'credit risk', 'managing', 'planning', 'training program', 'sourcing', 'aquaculture', 'sales', 'compile', 'banking', 'social', 'managing commercial', 'multitasking', 'communication', 'bahasa', 'english']"
1637,Front End Developer,"['preventive action', 'progress report', 'information technology', 'business unit', 'root cause', 'documentations based', 'investigation', 'software engineer', 'banking', 'finance', 'java', 'angular', 'react']"
1639,ICT TEACHER,"['computer science', 'information technology', 'work with child', 'akta', 'prioritized', 'teaching', 'communicate', 'write', 'accountable', 'lesson plans', 'scheme', 'visual', 'instructed', 'subject matter', 'professional', 'image']"
1641,Product Marketing Associate (GreatNusa),"['marketing communication', 'detail orient', 'microsoft office', 'microsoft excel', 'market trend', 'communicate', 'operate', 'microsoft power', 'translate', 'targeted', 'coordinating']"
1642,Site Engineer ( Civil ) - Cikarang,"['civil engineering', 'construction', 'requisition', 'reports designs', 'site designs', 'communication']"
1643,STAFF PURCHASING,"['warehouse management', 'bahasa', 'english', 'non', 'purchasing', 'process purchasing', 'purchases', 'business operational']"
1644,Junior Product Manager for Dermatology Products,"['product management', 'medical science', 'brand management', 'pharmaceutical', 'dermatology', 'marketing plan', 'budget', 'innovative', 'training program', 'sales', 'forecast', 'pharmacology', 'track', 'positive', 'communications skill', 'presentation']"
1646,CAD Operator,"['technical report', 'working drawings', 'construction setting', 'infrastructure', 'editing', 'drawings', 'drawing', 'construction', 'consultant', 'statistics', 'operator', 'autocad']"
1648,Regional Sales Supervisor (MANDARIN SPEAKER),"['communication', 'translating', 'sales', 'finance', 'accountancy', 'banking', 'management marketing', 'java']"
1649,Product Manager,"['food technology', 'food quality', 'quality management', 'analytical thinking', 'monitor process', 'streamlining', 'translating', 'training program', 'handling food', 'communication']"
1650,Senior Talent Manager,"['value chain', 'client service', 'talent acquisition', 'data collection', 'employee relation', 'performance management', 'management process', 'esports', 'leadership team', 'talent manager', 'long term', 'visionary', 'food', 'growth plan', 'manager team', 'appraise', 'manage', 'plans', 'quarterly reports', 'sustainable', 'onboarding', 'employee related', 'appraisals']"
1651,Staff Videografer dan Editing,"['editing video', 'software video', 'adobe premiere', 'visual']"
1652,"Senior Manager, Merchant Engagement Strategy","['capacity planning', 'business sense', 'strategic planning', 'problem solve', 'project management', 'manager', 'engagement strategy', 'planning', 'engagement strategies', 'collaborate', 'calculate', 'canvassers', 'track', 'executable plans', 'build plans', 'instruction', 'approach experienced', 'sql', 'tableau', 'digitization', 'brainstorm']"
1653,Site Project Control,"['reporting progress', 'timeline', 'milestones', 'refrigeration', 'electrical', 'physics', 'construction', 'communicate', 'english']"
1654,Senior Procurement - Finance Support,"['purchasing process', 'purchase requisition', 'vendor contract', 'procurement management', 'management accounting', 'legal knowledge', 'reach', 'collaborative', 'business relationship', 'purchase', 'procurement', 'manage', 'good receipts', 'acts', 'brand', 'collaborate', 'accountability', 'build relationships', 'english', 'bahasa', 'communication', 'analytic', 'negotiation']"
1656,Area Sales Manager Food Service Region 1 (Jakarta dan Area Sumatera),"['food service', 'leadership', 'food', 'closing', 'sales']"
1660,Sales Supplier Executive (Yogyakarta),"['promo', 'sales', 'banking', 'c']"
1661,Project Manager - Interior Design,"['interior design', 'targets', 'operation', 'plan', 'resolve problems', 'installation', 'architecture interior', 'projects project', 'leadership', 'solve problems']"
1662,Area Sales & Promotion Coordinator - Sulawesi (FMCG),"['sale promotion', 'microsoft office', 'analytical skill', 'operate', 'point', 'point pivot', 'leadership']"
1663,Sales Supervisor Lhokseumawe,"['expense report', 'market area', 'analytical thinking', 'professional', 'sales', 'management build', 'customer relationships', 'forecast', 'manager', 'supervise', 'sales performance', 'plan', 'managing controlling', 'energetic', 'target oriented', 'leadership', 'communication', 'negotiation', 'sales retail', 'english']"
1665,Project Administration,"['autocad', 'sketchup', 'schedule', 'project manager', 'timeline']"
1666,Project Coordinator,"['market research', 'mechanical engineering', 'self starter', 'english language', 'targeted', 'planning', 'schedule', 'budget', 'investigate', 'long terms', 'engineering mechanical', 'project coordinator', 'oil gas', 'presentation', 'sales', 'analytical', 'positive']"
1667,Associate Business Manager (GT) - Lhoksemawe & Langsa,"['business process', 'stock management', 'account management', 'sales', 'operation', 'plan', 'targeted', 'schedule', 'activities based', 'merchandiser', 'coordinate', 'track', 'grading', 'sales retail', 'leadership communication', 'communication skill', 'agile']"
1671,Senior Fullstack Developer (Remote),"['software development', 'node js', 'front end', 'react redux', 'relational database', 'server side', 'web development', 'api management', 'api gateway', 'html', 'css', 'leadership', 'teach', 'design quality', 'test plans', 'collaborate', 'best practices', 'scalable', 'maintainable code', 'microservices', 'javascript', 'development e', 'nosql', 'mysql', 'redis', 'mongodb', 'elasticsearch', 'tools e', 'jenkins', 'bamboo', 'apigee', 'docker', 'typescript', 'working environment']"
1672,Videographer,"['adobe photoshop', 'research', 'videography', 'editing video', 'software video']"
1676,Commercial Legal Specialist,"['supply chain', 'supply chain management', 'high leadership', 'teamwork', 'english', 'draft', 'operations commercial', 'activity report']"
1677,"IT Infrastructure (Network, hardware, software)","['active directory', 'computer science', 'information technology', 'pptp', 'cctv', 'install', 'installation', 'communication', 'c']"
1678,System Analyst and Programmer (Application Development),"['web service', 'soap', 'api', 'android', 'visual studio', 'php', 'mariadb', 'json']"
1679,Software Engineer Manager,"['manage', 'product team', 'managing', 'php', 'database structure', 'github']"
1681,Marketing (COWAY YOUTH ASSOCIATION),"['event management', 'program designed', 'management', 'sales', 'merchandise', 'atl', 'collaborate', 'cross functional teams', 'advertising', 'communication', 'english']"
1682,Finance Operations Administration Staff,"['petty cash', 'analytical thinking', 'validating', 'english', 'bahasa', 'energetic', 'detail orientation', 'communication', 'analytical']"
1683,CTO - Series D Startup,"['write communication', 'computer science', 'software engineering', 'information technology', 'innovations', 'stage', 'best practices', 'scalability', 'support business', 'managing', 'collaboration', 'leadership', 'scale', 'mobile applications', 'leadership management']"
1684,Relationship Manager Business Banking - Bandung,"['business partner', 'business acumen', 'problem solve', 'banking', 'loan', 'communication', 'analytical']"
1686,HSE Staff,"['ohsas', 'management plan', 'jmp', 'plan', 'shackle']"
1690,.Net Software Engineer (Middle - Senior),"['warehouse management', 'warehouse management system', 'management system', 'warehouse automation', 'asp net', 'problem solve', 'supply chain', 'consultancy', 'transport system', 'software application', 'c', 'consultant', 'system based', 'sql', 'programming', 'git', 'communicate', 'english', 'locking', 'logistics', 'robotic automation']"
1692,Head of Partnership (Transport),"['strategic partnership', 'public transport', 'business development', 'airport authority', 'managing strategic', 'manage key', 'manage', 'energetic', 'close working', 'operators', 'managed', 'collaborating', 'operations', 'market planning', 'track', 'negotiating', 'locking', 'license', 'operate', 'new product', 'collaboration', 'integrating', 'public transportation', 'plan']"
1693,Test & QA,"['test case', 'test management', 'analytical skill', 'api', 'writing', 'curiosity', 'investigating', 'javascript', 'json', 'postman', 'automation testing', 'mobile testing', 'appium', 'selenium', 'programming']"
1695,CTS Quotation Intern,"['management system', 'microsoft office', 'collecting', 'quotation', 'sales', 'template', 'operate', 'english', 'presentation', 'communication skills']"
1696,Lead Software Engineer (Backend)- Groceries,"['product management', 'business requirement', 'stakeholder communication', 'user preference', 'user experience', 'functional programming', 'low latency', 'agile methodology', 'test engineering', 'oop', 'tdd', 'software engineer', 'product development', 'scale', 'collaborate', 'product teams', 'android', 'innovations', 'presented', 'build systems', 'leadership', 'scalable', 'reliable', 'fault tolerant', 'execute', 'cross functional teams', 'devops', 'manage stakeholder', 'developing testing', 'sql', 'linux', 'unix', 'design experience', 'design patterns', 'nosql', 'newest product', 'software managers', 'software product', 'product managers', 'managers designers', 'food', 'recipes', 'zoom', 'cooking']"
1697,Procurement - QS Supervisor PT. PanaHome Deltamas Indonesia,"['purchase requisition', 'real estate', 'self starter', 'price analysis', 'erp', 'planning', 'purchase', 'negotiation', 'procurement', 'economics', 'management', 'communication skill', 'civil software']"
1698,Staff Accounting,"['balance sheet', 'time management', 'accounting software', 'operations', 'accounting', 'executing', 'reconciliation', 'receivable', 'finance', 'prioritize']"
1700,Accounting and Finance Intern,"['accounting', 'finance intern', 'manager', 'economy', 'english', 'supervision', 'adaptable', 'positive', 'target oriented']"
1701,SUPERVISOR PROJECT CCTV & ACCESS CONTROL,"['access control', 'cctv', 'fire protection', 'fire alarm fire', 'keras', 'planning', 'klik']"
1702,Senior Reliability Engineer,"['mechanical engineering', 'industrial engineering', 'electric utility', 'plant identification', 'microsoft office', 'physic engineering', 'engineering industrial', 'senior engineer', 'reliability', 'presentations']"
1704,Software Engineer,"['computer science', 'node js', 'developing web', 'web app', 'vue']"
1705,Web Developer,"['asp net', 'engineering computer', 'telecommunication', 'php', 'mysql', 'javascript', 'non']"
1706,Assistant HR Manager Factory,"['human resource management', 'resource management', 'industrial relation', 'psychology', 'general functions', 'recruitment training', 'training development']"
1710,Senior Sales Executive (Industry),"['customer satisfaction', 'market intelligence', 'market research', 'target market', 'marketing communication', 'sale presentation', 'food technology', 'business acumen', 'english language', 'encompass', 'plan', 'effective sales', 'sales', 'structure product', 'brainstorm', 'exhibition', 'ad hoc', 'biology', 'dietetics', 'communication', 'presentation', 'negotiation', 'resourceful', 'best practice']"
1713,Senior Finance Accounting Manager (must be CA/CPA),"['cash flow', 'finance', 'accounting', 'manager', 'accounting manager', 'plan', 'budgeting', 'audit', 'communication', 'english', 'writing']"
1714,Survey Staff,"['plan', 'management', 'communication', 'adapt', 'working environment', 'english']"
1715,SALES MANAGER,"['sale process', 'market analysis', 'analytical thinking', 'problem solve', 'negotiating', 'presentations', 'quotations', 'coordinate', 'sales', 'accounts', 'reports', 'planning', 'sales manager', 'visual', 'lighting industry', 'communication skills', 'planning communicating', 'teamwork']"
1716,Computer/ ICT  Teacher,"['software development', 'web development', 'php framework', 'css', 'bahasa', 'programming', 'codeigniter', 'laravel', 'mysql', 'framework css', 'bootstrap', 'javascript']"
1718,Talent Acquisition & Training Development,"['microsoft office', 'talent acquisition', 'organizational development', 'talent management', 'management process', 'hris', 'english', 'recruitment process', 'training management', 'psychological test', 'positive', 'managers', 'development program', 'mutation', 'business unit', 'analysis process']"
1719,MECHANICAL PRODUCT DESIGN ENGINEERING (R&D SECTION),"['mechanical drawing', 'mechanical', 'mechanical design', 'read', 'schedule', 'communication', 'english', 'engineering manufacturing', 'engineering document']"
1720,APP Content Supervisor (OPPO Indonesia),"['adobe photoshop', 'graphic design', 'operation', 'e learning', 'article', 'planning', 'english', 'writing', 'creative']"
1728,Production Supervisor,"['time management', 'problem solve', 'lean six sigma', 'management system', 'leadership', 'budget']"
1729,Site Manager,"['problem solve', 'construction management', 'write communication', 'infrastructure', 'construction', 'schedules', 'weathers', 'coordinate', 'write', 'drawings', 'engineering construction', 'budgeting', 'managing construction', 'construction material', 'procurement']"
1730,Senior Supervisor in the Business Development,"['financial statement', 'joint venture', 'business administration', 'accounting', 'economics', 'banking', 'read', 'write', 'operate', 'japanese', 'credit application', 'cooperate', 'financing', 'targets', 'collection']"
1732,People Lead,"['focus group', 'conflict resolution', 'business continuity', 'employee relation', 'talent acquisition', 'performance management', 'training and development', 'act', 'human resources', 'mediate', 'positive', 'human resource', 'reliable', 'contact point', 'working groups', 'consultation', 'managers', 'budgets', 'remuneration', 'communications', 'manager', 'operation', 'cascade', 'business risks', 'management team', 'execute', 'communicate', 'performance manager', 'motivated team', 'teamwork', 'supervise', 'collaboration', 'leadership', 'communication', 'brand']"
1737,HSE Staff,"['food safety', 'management system', 'bahasa', 'social audit', 'audit']"
1738,Accounting - Jakarta (WIP),"['accounting', 'english', 'positive attitude', 'communication computer']"
1740,Creative Graphic Designer - Yogyakarta,"['motion graphic', 'social medium', 'online advertising', 'graphic design', 'designing experience', 'creative', 'creatively', 'design graphics', 'design concepts', 'conceptual', 'visual', 'interact communicate', 'illustrator', 'multimedia', 'non', 'arts creative']"
1741,Claim Officer,"['microsoft office', 'claim', 'detail orientation', 'keras', 'teamwork']"
1744,Technical Support System Engineer Managed Services,"['manage service', 'html', 'tcp', 'php', 'virtualization vmware', 'bahasa']"
1745,PPIC Staff,"['industrial engineering', 'material requirement plan', 'excel formula', 'production process', 'procurement']"
1746,Product Specialist,"['product support', 'product demonstration', 'critical care', 'medical device', 'sales', 'exhibitions', 'survey', 'accounts', 'communication skills', 'english', 'nurse', 'chemistry']"
1751,Software Architecture,"['system integration', 'computer science', 'software engineering', 'software development', 'software architecture', 'architecture framework', 'database design', 'problem solve', 'project management', 'interpersonal communication', 'write communication', 'research', 'high level', 'level product', 'design documents', 'workflow', 'blueprints', 'maintainability', 'collaborative', 'agile', 'programming languages', 'php', 'python', 'javascript', 'professional certification', 'diagramming', 'devops', 'creative', 'team effectively', 'leadership', 'visual']"
1752,SALES ENGINEER,"['microsoft office', 'apa', 'estimator', 'sales']"
1754,Business Development Manager (Pharma/OTC),"['business development', 'unique selling proposition', 'account management', 'new business', 'cold call', 'organization research', 'build relationships', 'develop proposals', 'positive', 'negotiate', 'image', 'client', 'consult', 'level management', 'new products', 'sales', 'pharmaceutical', 'communication skills', 'communicate', 'management', 'english', 'bahasa']"
1757,Web Developer,"['web application', 'control system', 'operation management', 'management system', 'web development', 'vue js', 'adobe xd', 'web developer', 'programmers developing', 'operational control', 'management operations', 'management', 'new database', 'support operations', 'coordinate', 'databases programming', 'coordinating', 'based systems', 'cloud systems', 'wordpress', 'php java', 'language programming', 'laravel', 'hibernate', 'bootstrap', 'jquery', 'angular', 'mysql', 'git', 'trello', 'non profit', 'java', 'apply']"
1759,Data Center Operator,"['tcp ip', 'lan', 'vpn', 'dns', 'data center', 'center operator', 'talend', 'operator']"
1760,Electrical Design Staff,"['electrical engineering', 'design specification', 'technical drawing', 'control system', 'installation testing', 'electrical', 'plc', 'programming', 'autocad', 'pneumatic', 'automation', 'read', 'required specification', 'economy', 'reliability', 'sustainability', 'engage customer', 'perspective', 'estimating cost', 'scale', 'presentation', 'machine electrical', 'commissioning', 'schedule project', 'estimate time', 'supervise', 'plan', 'electrical design', 'mapping']"
1762,Finance Intern,"['microsoft office', 'accounting software', 'general ledger', 'finance', 'accounting transactions', 'calculation', 'accounting', 'communication skills', 'english', 'management', 'financial accounting', 'teamwork']"
1764,Operation Manager Outlet,"['food preparation', 'restaurant operation', 'design strategy', 'food quality', 'supervise', 'sales', 'food', 'schedule', 'beverage', 'coordinate', 'purchase', 'accident reports', 'manage', 'cleanliness', 'plans', 'operation manager', 'management', 'communication']"
1766,Store Manager Belanja Keramik (Batutulis & Ciomas - Bogor),"['safe', 'sales', 'floor', 'material ceramic', 'skills microsoft', 'sales retail']"
1771,DIGITAL MARKETING,"['social medium', 'customer service', 'editing', 'photography']"
1773,Technician,"['technical support', 'screw compressor', 'dryer', 'compressor']"
1775,Sales Field (Bekasi),"['business development', 'e commerce', 'canvassing', 'sales', 'c']"
1777,IT SUPPORT (NETWORK & APPLICATION),"['google meet', 'html', 'zoom', 'microsoft teams', 'host video', 'java', 'c', 'mysql', 'php', 'python', 'android']"
1779,Branch Operations Operator - Fund Accounting,"['fund accounting', 'reputational risk', 'computer literacy', 'diversity and inclusion', 'act', 'operations', 'managing', 'operation', 'bank', 'timelines', 'data processing', 'financial reporting', 'audit', 'requirements business', 'subject matter', 'verbal communication', 'communication candidate', 'accounting', 'analytical', 'english', 'working environment', 'innovation', 'disabilities']"
1780,JUNIOR MOBILE PROGRAMMER,"['computer science', 'react native', 'software development', 'e commerce', 'google map', 'business process', 'process engineering', 'business intelligence', 'internet of thing', 'oop', 'css', 'api', 'erp', 'android', 'xamarin', 'java', 'script', 'application portfolio', 'development application', 'integrating', 'bluetooth', 'biometric']"
1782,Chief Security,"['management system', 'risk management', 'security system', 'english', 'bahasa', 'security management']"
1783,Mechanical Engineering Officer (Preventive Maintenance & Workshop),"['mechanical engineering', 'electrical drawing', 'machines tools', 'tools buildings', 'maintenance plan', 'plan', 'r', 'autocad', 'mechanic']"
1784,Junior Barista,"['customer service', 'empathy', 'sales', 'prepare food', 'beverages']"
1790,Sales Officer - Makassar,"['data entry', 'backlog', 'management', 'sales', 'c']"
1791,Business Studies Teacher for Secondary School Level,"['english language', 'teaching', 'communication skill', 'creative', 'personality computer']"
1793,Area Sales Manager (ASM),"['fast move consumer good', 'manager', 'market management', 'management']"
1794,Ads Specialist,"['google ad', 'ads', 'ads google', 'tiktok', 'budgeting', 'editing', 'copywriting']"
1796,Staff Budidaya,"['video editing', 'video editing software', 'open water', 'photography', 'bahasa', 'diving', 'dive', 'editing', 'appsheet']"
1797,Operation Manager Internship,"['operation management', 'business administration', 'budget development', 'conflict management', 'business software', 'microsoft office', 'quality assurance', 'account payable', 'account receivable', 'business transformation', 'service management', 'operations', 'negotiation', 'communication', 'management staff', 'operational', 'equity', 'outsourcing business', 'building management', 'reliable']"
1798,Maintenance Electrical,"['electrical engineering', 'preventive maintenance', 'hydraulic pump', 'analytical skill', 'problem solve', 'plan execute', 'machinery', 'enforcing', 'installation', 'pneumatic', 'hydraulic', 'plc']"
1800,Accounting & Tax Department Head,"['external auditor', 'asset management', 'microsoft office', 'accounting tax', 'end month end', 'closing', 'operation', 'consolidation', 'communication', 'accounting', 'internal auditor', 'managed', 'billing', 'audit', 'analytical', 'leadership']"
1801,Junior High Teaching Coach (Teacher for Tuition Center),"['bit ly', 'literacy', 'teaching', 'physics chemistry', 'english', 'phonics', 'teacher educator', 'science social', 'bahasa']"
1806,HR RECRUITMENT SENIOR STAFF,"['recruitment planning', 'psychology', 'scale', 'operate', 'psychological test', 'test tools', 'mill', 'english', 'analytical', 'management']"
1807,Sales Executive,"['direct selling', 'sales executive', 'sales', 'c', 'android', 'tablet', 'bluetooth']"
1808,Programmer Staff,"['information system', 'electrical engineering', 'information technology', 'php framework', 'database system', 'html', 'java', 'script', 'programming', 'programming database', 'sql']"
1809,Senior Recruitment Supervisor,"['need analysis', 'recruitment software', 'applicant tracking system', 'management system', 'social medium', 'analytical skill', 'reach', 'recruitment process', 'advertisements', 'psychological', 'creative', 'sourcing', 'source', 'compatibility', 'best practice', 'psychology', 'psychological tests', 'tests scoring', 'professional networks', 'targets', 'agile', 'leadership', 'teamwork', 'communication', 'english']"
1810,Business Coach GRATYO® SURABAYA,"['business development', 'public relation', 'fast move consumer good', 'sale operation', 'brand', 'business coach', 'master plan', 'beverages', 'management', 'manager sales', 'manager', 'finance', 'consultant', 'sales', 'operating', 'business', 'blind spot', 'visi', 'business management', 'communication', 'communication skills', 'professional']"
1811,IT Programmer (Contract Based),"['functional specification', 'system development', 'system integration', 'need analysis', 'information technology', 'asp net', 'oracle application', 'oracle application server', 'application server', 'erp', 'planning', 'installation', 'design', 'design programs', 'program design program', 'consultation', 'sql server', 'c', 'net asp']"
1812,Talent Acquisition Manager,"['business priority', 'problem solve', 'talent acquisition', 'applicant tracking system', 'job interview', 'analytical skill', 'stage', 'closing', 'recruitment process', 'manager', 'recruiting strategies', 'collaborate', 'managers talent', 'professional', 'communication skills', 'skills', 'skills analytical']"
1813,DESK COLLECTION MANAGER,"['collection', 'collection data', 'develop business', 'english']"
1815,Branch Manager Kendari,"['customer satisfaction', 'customer service', 'human resource management', 'resource management', 'time management', 'manager', 'supervise', 'operation', 'manage staff', 'positive', 'enable sales', 'sales', 'operational', 'human resources', 'budget', 'corrective actions', 'reports daily', 'employee performance', 'presented', 'verbal communication']"
1817,Technical Audit Supervisor,"['preventive maintenance', 'maintenance engineering', 'engineering industrial', 'machinery', 'best practice', 'power plant', 'english written', 'communication', 'food']"
1819,MANAGER LANDSCAPE (CITRA SENTUL RAYA),"['landscape', 'manager landscape', 'developer landed', 'keras', 'autocad', 'sketchup']"
1820,Social Media Freelancer,"['financial service', 'financial literacy', 'social medium', 'content design', 'social medium content', 'digital advertising', 'e commerce', 'financial technology', 'case', 'trait', 'innovations', 'collaborate', 'manager', 'prioritize', 'milestones', 'investment', 'fs', 'writing', 'english']"
1821,Merchandiser,"['product strategy', 'performance report', 'fashion merchandising', 'analytical thinking', 'planning', 'managing', 'merchandise', 'sales', 'executing', 'managing inventory', 'managing product', 'communication', 'consolidation', 'plan', 'plans', 'brand', 'management business', 'finance', 'merchandiser', 'data analysis', 'forecasting', 'forecast', 'communication skills', 'english']"
